name,gender,organization,date,location,type_of_death,attack,role,region,year
Rodolfo Julio Torres,Male,Emisora Fuentes,"October 21, 1999",Colombia,Murder,Killed,Journalist,All other countries,1999.0
Rodolfo Rincón Taracena,Male,Tabasco Hoy,"January 20, 2007",Mexico,Murder,Killed,Journalist,All other countries,2007.0
Rodrigo Neto,Male,Rádio Vanguarda and Vale do Aço,"March 8, 2013",Brazil,Murder,Killed,Journalist,All other countries,2013.0
"Rogelio ""Roger"" Mariano",Male,Radyo Natin-Aksyon Radyo,"July 31, 2004",Philippines,Murder,Killed,Journalist,All other countries,2004.0
Rogelio Barragán Pérez,Male,Guerrero Al Instante,"July 30, 2019",Mexico,Motive Unconfirmed,Killed,Journalist,All other countries,2019.0
Rohat Aktaş,Male,Azadiya Welat,"January 30 to February 24, 2016",Turkey,Motive Unconfirmed,Killed,Journalist,Middle East,2016.0
Rohit Biswal,Male,Dharitri,"February 5, 2022",India,Dangerous Assignment,Killed,Journalist,All other countries,2022.0
Roland Ureta,Male,Radio DYKR,"January 3, 2001",Philippines,Murder,Killed,Journalist,All other countries,2001.0
"Rolando ""Dodong"" Morales",Male,DXMD,"July 3, 2005",Philippines,Murder,Killed,Journalist,All other countries,2005.0
Romário Barros,Male,Lei Seca Maricá,"June 18, 2019",Brazil,Motive Unconfirmed,Killed,Journalist,All other countries,2019.0
Romeo (or Romy) Binungcal,Male,Remate and Bulgar,"September 29, 2004",Philippines,Murder,Killed,Journalist,All other countries,2004.0
Romeo Jimmy Cabillo,Male,Midland Review,"November 23, 2009",Philippines,Murder,Killed,Journalist,All other countries,2009.0
Romeo Lagaspi,Male,Voice of Zambales,"January 11, 1993",Philippines,Murder,Killed,Journalist,All other countries,1993.0
Romeo Olea,Male,DWEB,"June 13, 2011",Philippines,Murder,Killed,Journalist,All other countries,2011.0
Ronnie Perante,Male,Gold Star Daily,"November 23, 2009",Philippines,Murder,Killed,Journalist,All other countries,2009.0
Ronnie Villamor,Male,Dos Kantos Balita,"November 14, 2020",Philippines,Motive Unconfirmed,Killed,Journalist,All other countries,2020.0
Roohollah Zam,Male,Amad News,"December 12, 2020",Iran,Murder,Killed,Journalist,Middle East,2020.0
Rory Peck,Male,ARD Television Company,"October 3, 1993",Russia,Dangerous Assignment,Killed,Journalist,All other countries,1993.0
Rosell Morales,Male,News Focus,"November 23, 2009",Philippines,Murder,Killed,Journalist,All other countries,2009.0
Roshdi Sarraj,Male,Ain Media,"October 22, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,Middle East,2023.0
Rowell Endrinal,Male,DZRC,"February 11, 2004",Philippines,Murder,Killed,Journalist,All other countries,2004.0
Rubello Bataluna,Male,Gold Star Daily,"November 23, 2009",Philippines,Murder,Killed,Journalist,All other countries,2009.0
Rubén Espinosa Becerril,Male,"Proceso, AVC Noticias, Cuartoscuro","July 31, 2015",Mexico,Murder,Killed,Journalist,All other countries,2015.0
Rubén Pat Cauich,Male,Semanario Playa News,"July 24, 2018",Mexico,Motive Unconfirmed,Killed,Journalist,All other countries,2018.0
Rupert Hamer,Male,Sunday Mirror,"January 10, 2010",Afghanistan,Crossfire,Killed,Journalist,All other countries,2010.0
Ruperto Armenta Gerardo,Male,El Regional,"February 5, 1995",Mexico,Murder,Killed,Journalist,All other countries,1995.0
S. Gangadhara Raju,Male,Eenadu Television (E-TV),"November 19, 1997",India,Dangerous Assignment,Killed,Journalist,All other countries,1997.0
S. Krishna,Male,Eenadu Television (E-TV),"November 19, 1997",India,Dangerous Assignment,Killed,Journalist,All other countries,1997.0
Saad Ahmed,Male,Hawar News Agency (ANHA),"October 13, 2019",Syria,Crossfire,Killed,Journalist,Middle East,2019.0
Saad Bakhtaoui,Male,El-Minbar,"September 10, 1993",Algeria,Murder,Killed,Journalist,All other countries,1993.0
Sabah al-Bazi,Male,Al-Arabiya,"March 29, 2011",Iraq,Dangerous Assignment,Killed,Journalist,Middle East,2011.0
Sabawoon Kakar,Male,"Radio Azadi,Radio Free Europe/Radio Liberty","April 30, 2018",Afghanistan,Murder,Killed,Journalist,All other countries,2018.0
Saber al-Janani,Male,NHK,"June 15, 2022",Yemen,Motive Unconfirmed,Killed,Journalist,Middle East,2022.0
Sadrul Alam Nipul,Male,Dainik Mathabhanga,"May 21, 2014",Bangladesh,Murder,Killed,Journalist,All other countries,2014.0
Saed Mahdi Shlash,Male,Rayat al-Arab,"October 26, 2006",Iraq,Murder,Killed,Journalist,Middle East,2006.0
Saeed al-Taweel,Male,Al-Khamsa News,"October 9, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,Middle East,2023.0
Safa al-Din Abdel Hamid,Male,Al-Mosuliya,"September 8, 2010",Iraq,Murder,Killed,Journalist,Middle East,2010.0
Safa Isma'il Enad,Male,Freelancer,"September 13, 2006",Iraq,Murder,Killed,Journalist,Middle East,2006.0
Safaa Ghali,Male,Dijlah TV,"January 10, 2020",Iraq,Dangerous Assignment,Killed,Journalist,Middle East,2020.0
Safir Nader,Male,Qulan TV,"February 1, 2004",Iraq,Crossfire,Killed,Journalist,Middle East,2004.0
Sai Reddy,Male,Deshbandhu,"December 6, 2013",India,Murder,Killed,Journalist,All other countries,2013.0
Sai Win Aung (A Sai K),Male,Federal News Journal,"December 25, 2021",Myanmar,Crossfire,Killed,Journalist,All other countries,2021.0
Saïd Brahimi,Male,Algerian State Television,"September 9, 1995",Algeria,Murder,Killed,Journalist,All other countries,1995.0
Said Mekbel,Male,Le Matin,"December 4, 1994",Algeria,Murder,Killed,Journalist,All other countries,1994.0
Said Tahlil Ahmed,Male,HornAfrik,"February 2, 2009",Somalia,Murder,Killed,Journalist,All other countries,2009.0
Saïd Tazrout,Male,Le Matin,"September 3, 1995",Algeria,Murder,Killed,Journalist,All other countries,1995.0
Saidan Shafi,Male,Doordarshan TV,"March 16, 1997",India,Murder,Killed,Journalist,All other countries,1997.0
Saidmurod Yerov,Male,Farkhang,January 1993,Tajikistan,Murder,Killed,Journalist,All other countries,
Saif Laith Yousuf,Male,ABC News,"May 17, 2007",Iraq,Murder,Killed,Journalist,Middle East,2007.0
Saif Talal,Male,Al-Sharqiya,"January 12, 2016",Iraq,Murder,Killed,Journalist,Middle East,2016.0
Saif ur Rehman,Male,Samaa TV,"January 10, 2013",Pakistan,Dangerous Assignment,Killed,Journalist,All other countries,2013.0
Saiful Alam Mukul,Male,Daily Runner,"August 30, 1998",Bangladesh,Murder,Killed,Journalist,All other countries,1998.0
Sajid Tanoli,Male,Shumal,"January 29, 2004",Pakistan,Murder,Killed,Journalist,All other countries,2004.0
Salah al-Din Hassan,Male,Shaab Masr,"June 29, 2013",Egypt,Dangerous Assignment,Killed,Journalist,Middle East,2013.0
Saleem Shahzad,Male,Asia Times Online,"May 29 or 30, 2011",Pakistan,Murder,Killed,Journalist,All other countries,2011.0
Saleem Talash,Male,Mashal TV,"April 30, 2018",Afghanistan,Murder,Killed,Journalist,All other countries,2018.0
Saleh Ayyad Hafyana,Male,Fassato News Agency,"November 18, 2013",Libya,Dangerous Assignment,Killed,Journalist,All other countries,2013.0
Saleh Ibrahim,Male,Associated Press Television News,"April 23, 2005",Iraq,Crossfire,Killed,Journalist,Middle East,2005.0
Salem Khalil,Male,Orient News,"December 8, 2014",Syria,Crossfire,Killed,Journalist,Middle East,2014.0
Salih Saif Aldin,Male,The Washington Post,"October 14, 2007",Iraq,Murder,Killed,Journalist,Middle East,2007.0
Salko Hondo,Male,Oslobodjenje,"July 1, 1992",Bosnia,Crossfire,Killed,Journalist,All other countries,1992.0
Salvador Adame Pardo,Male,6TV,"May 18-June 14, 2017",Mexico,Murder,Killed,Journalist,All other countries,2017.0
Salvador Medina Velázquez,Male,FM Ñemity,"January 5, 2001",Paraguay,Murder,Killed,Journalist,All other countries,2001.0
Sam Nimfa-Jan,Male,Details,"May 27, 1999",Nigeria,Dangerous Assignment,Killed,Journalist,All other countries,1999.0
Saman Abdullah Izzedine,Male,Kirkuk TV,"April 15, 2005",Iraq,Murder,Killed,Journalist,Middle East,2005.0
Sameh al-Aryan,Male,Al-Aqsa TV,"July 30, 2014",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,Middle East,2014.0
Samer Mohammed Aboud,Male,"Free Deir al-Zour Radio, Development Interaction Network",October 2015 - June 2016,Syria,Murder,Killed,Journalist,Middle East,
Sami Abu Amin,Male,Al-Ikhbariya,"June 27, 2012",Syria,Crossfire,Killed,Journalist,Middle East,2012.0
Sami Jawdat Rabah,Male,Syrian Observatory for Human Rights,October 2015 - June 2016,Syria,Murder,Killed,Journalist,Middle East,
Samim Faramarz,Male,TOLO News,"September 5, 2018",Afghanistan,Dangerous Assignment,Killed,Journalist,All other countries,2018.0
Samir Qassir,Male,Al-Nahar,"June 2, 2005",Lebanon,Murder,Killed,Journalist,Middle East,2005.0
Samson Boyi,Male,The Scope,"November 5, 1999",Nigeria,Crossfire,Killed,Journalist,All other countries,1999.0
Samuel Romã,Male,Radio Conquista FM,"April 20, 2004",Brazil,Murder,Killed,Journalist,All other countries,2004.0
Samuel Wazizi,Male,Chillen Muzik TV,"August 17, 2019",Cameroon,Motive Unconfirmed,Killed,Journalist,All other countries,2019.0
Sandeep Sharma,Male,News World,"March 26, 2018",India,Murder,Killed,Journalist,All other countries,2018.0
Sander Thoenes,Male,Freelancer,"September 21, 1999",East Timor,Murder,Killed,Journalist,All other countries,1999.0
Santiago Barroso Alfaro,Male,"Buenos Días San Luis,Red 653","March 15, 2019",Mexico,Motive Unconfirmed,Killed,Journalist,All other countries,2019.0
Santiago Ilídio Andrade,Male,Bandeirantes,"February 10, 2014",Brazil,Dangerous Assignment,Killed,Journalist,All other countries,2014.0
Santos Gatchalian,Male,DXGO,"November 23, 2009",Philippines,Murder,Killed,Journalist,All other countries,2009.0
Saoman Conteh,Male,New Tablet,"May 8, 2000",Sierra Leone,Dangerous Assignment,Killed,Journalist,All other countries,2000.0
Saqib Khan,Male,Ummat,"November 22, 2012",Pakistan,Dangerous Assignment,Killed,Journalist,All other countries,2012.0
Sardasht Osman,Male,Freelancer,"May 5, 2010",Iraq,Murder,Killed,Journalist,Middle East,2010.0
Sari Mansour,Male,Quds News Network,"November 18, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,Middle East,2023.0
Sarmad Hamdi Shaker,Male,Baghdad TV,"June 27, 2007",Iraq,Murder,Killed,Journalist,Middle East,2007.0
Satoru Someya,Male,Freelancer,"September 6, 2003",Japan,Murder,Killed,Journalist,All other countries,2003.0
Sattar Beheshti,Male,Freelancer,"November 3, 2012",Iran,Dangerous Assignment,Killed,Journalist,Middle East,2012.0
Saúl Tijerina Rentería,Male,"La Policiaca,Noticias en la Web,","June 22, 2021",Mexico,Motive Unconfirmed,Killed,Journalist,All other countries,2021.0
Sayed Mehdi Husaini,Male,Jomhor News Agency,"December 28, 2017",Afghanistan,Dangerous Assignment,Killed,Journalist,All other countries,2017.0
Sayeed Khuda Dad Ahamdi,Male,Afghan Voice Agency,"December 28, 2017",Afghanistan,Dangerous Assignment,Killed,Journalist,All other countries,2017.0
Sayfettin Tepe,Male,Yeni Politika,"August 29, 1995",Turkey,Murder,Killed,Journalist,Middle East,1995.0
Sayomchai Vijitwittayapong,Male,Matichon,"January 10, 1998",Thailand,Murder,Killed,Journalist,All other countries,1998.0
Selvarajah Rajeewarnam,Male,Uthayan,"April 29, 2007",Sri Lanka,Murder,Killed,Journalist,All other countries,2007.0
Semko Karim Mohyideen,Male,Freelancer,"February 1, 2004",Iraq,Crossfire,Killed,Journalist,Middle East,2004.0
Serge Maheshe,Male,Radio Okapi,"June 13, 2007",Democratic Republic of the Congo,Murder,Killed,Journalist,All other countries,2007.0
Sergei Krasilnikov,Male,Ostankino Television Company,"October 3, 1993",Russia,Dangerous Assignment,Killed,Journalist,All other countries,1993.0
Serhiy Nikolayev,Male,Segodnya,"February 28, 2015",Ukraine,Crossfire,Killed,Journalist,All other countries,2015.0
Shafiq Amiri,Male,Khurshid TV,"May 30, 2020",Afghanistan,Murder,Killed,Journalist,All other countries,2020.0
Shafiullah Khan,Male,The News,"June 17, 2011",Pakistan,Dangerous Assignment,Killed,Journalist,All other countries,2011.0
Shah Marai,Male,Agence France-Presse,"April 30, 2018",Afghanistan,Murder,Killed,Journalist,All other countries,2018.0
Shahid Soomro,Male,Kawish,"October 20, 2002",Pakistan,Murder,Killed,Journalist,All other countries,2002.0
Shahid Zehri,Male,Metro 1 News,"October 10, 2021",Pakistan,Murder,Killed,Journalist,All other countries,2021.0
Shahir al-Muaddamani,Male,Local Council of Deraya City Media Office,"August 16, 2013",Syria,Crossfire,Killed,Journalist,Middle East,2013.0
Shamil Gigayev,Male,Nokh Cho TV,"October 29, 1999",Russia,Crossfire,Killed,Journalist,All other countries,1999.0
Shamkhan Kagirov,Male,Rossiskaya Gazeta and Vozrozheniye,"December 13, 1995",Russia,Crossfire,Killed,Journalist,All other countries,1995.0
Shamsur Rahman,Male,Janakantha,"July 16, 2000",Bangladesh,Murder,Killed,Journalist,All other countries,2000.0
Shan Dahar,Male,Abb Takk Television,"January 1, 2014",Pakistan,Murder,Killed,Journalist,All other countries,2014.0
Shantanu Bhowmik,Male,Dinraat,"September 20, 2017",India,Dangerous Assignment,Killed,Journalist,All other countries,2017.0
Shao Yunhuan,Male,Xinhua News Agency,"May 8, 1999",Yugoslavia,Crossfire,Killed,Journalist,All other countries,1999.0
Shashikant Warishe,Male,Mahanagari Times,"February 7, 2023",India,Murder,Killed,Journalist,All other countries,2023.0
Shehab Mohammad al-Hiti,Male,Baghdad al-Youm,"October 28, 2007",Iraq,Murder,Killed,Journalist,Middle East,2007.0
Shehzad Ahmed,Male,Aaj News,"August 8, 2016",Pakistan,Dangerous Assignment,Killed,Journalist,All other countries,2016.0
Sheikh Belaluddin,Male,Sangram,"February 11, 2005",Bangladesh,Murder,Killed,Journalist,All other countries,2005.0
Sheikh Nur Mohamed Abkey,Male,Radio Mogadishu,"May 4, 2010",Somalia,Murder,Killed,Journalist,All other countries,2010.0
Shihab al-Tamimi,Male,Iraqi Journalists Syndicate,"February 27, 2008",Iraq,Murder,Killed,Journalist,Middle East,2008.0
Shinsuke Hashida,Male,Freelancer,"May 27, 2004",Iraq,Crossfire,Killed,Journalist,Middle East,2004.0
Shirindzhon Amirdzhonov,Male,Tajikistan Radio,"May 7, 1992",Tajikistan,Dangerous Assignment,Killed,Journalist,All other countries,1992.0
Shubham Mani Tripathi,Male,Kampu Mail,"June 19, 2020",India,Murder,Killed,Journalist,All other countries,2020.0
Shujaat Bukhari,Male,Rising Kashmir,"June 14, 2018",India,Murder,Killed,Journalist,All other countries,2018.0
Shukur Hossain,Male,Anirban,"July 5, 2002",Bangladesh,Murder,Killed,Journalist,All other countries,2002.0
Simao Roberto,Male,Journal de Angola,"June 5, 1998",Angola,Murder,Killed,Journalist,All other countries,1998.0
Simon Cumbers,Male,BBC,"June 6, 2004",Saudi Arabia,Murder,Killed,Journalist,Middle East,2004.0
Simone Camilli,Male,The Associated Press,"August 13, 2014",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,Middle East,2014.0
Siraj Abishov,Male,AzTV,"June 4, 2021",Azerbaijan,Crossfire,Killed,Journalist,All other countries,2021.0
Siraj Uddin,Male,The Nation,"February 29, 2008",Pakistan,Dangerous Assignment,Killed,Journalist,All other countries,2008.0
Sisay Fida,Male,Oromia Broadcasting Network,"May 9, 2021",Ethiopia,Murder,Killed,Journalist,All other countries,2021.0
Slavko Curuvija,Male,"Dnevni Telegraf, Evropljanin","April 11, 1999",Yugoslavia,Murder,Killed,Journalist,All other countries,1999.0
Smail Sbaghdi,Male,Algerian Press Service,"September 25, 1994",Algeria,Murder,Killed,Journalist,All other countries,1994.0
Smail Yefsah,Male,Algerian State Television,"October 18, 1993",Algeria,Murder,Killed,Journalist,All other countries,1993.0
So'oud Muzahim al-Shoumari,Male,Al-Baghdadia,"April 4, 2006",Iraq,Murder,Killed,Journalist,Middle East,2006.0
Soe Moe Tun,Male,Daily Eleven,"December 13, 2016",Myanmar,Murder,Killed,Journalist,All other countries,2016.0
Soe Naing,Male,Freelancer,"December 10 to 14, 2021",Myanmar,Murder,Killed,Journalist,All other countries,2021.0
Sohail Khan,Male,K2 Times,"October 16, 2018",Pakistan,Murder,Killed,Journalist,All other countries,2018.0
Sokratis Giolias,Male,"Thema 98.9, Troktiko","July 19, 2010",Greece,Murder,Killed,Journalist,All other countries,2010.0
Soleil Balanga,Male,Radio Monkoto Soso Aleli,"April 16, 2015",Democratic Republic of the Congo,Murder,Killed,Journalist,All other countries,2015.0
Sonny Alcantara,Male,"""Quo Vadis San Pablo"" and Kokus","August 22, 2002",Philippines,Murder,Killed,Journalist,All other countries,2002.0
Soran Mama Hama,Male,Livin,"July 21, 2008",Iraq,Murder,Killed,Journalist,Middle East,2008.0
Stan Storimans,Male,RTL Nieuws,"August 12, 2008",Georgia,Crossfire,Killed,Journalist,All other countries,2008.0
Stanislas Ocloo,Male,Télévision Togolaise,"January 9, 2010",Angola,Dangerous Assignment,Killed,Journalist,All other countries,2010.0
Stephan Villeneuve,Male,#5BisProduction,"June 19, 2017",Iraq,Crossfire,Killed,Journalist,Middle East,2017.0
Stephane Charbonnier (Charb),Male,Charlie Hebdo,"January 7, 2015",France,Murder,Killed,Journalist,All other countries,2015.0
Steven Sotloff,Male,Freelancer,"August or September, 2014",Syria,Murder,Killed,Journalist,Middle East,2014.0
Steven Vincent,Male,Freelancer,"August 3, 2005",Iraq,Murder,Killed,Journalist,Middle East,2005.0
Subash Chandraboas,Male,Nilam,"April 16, 2007",Sri Lanka,Murder,Killed,Journalist,All other countries,2007.0
Subhash Kumar Mahto,Male,City News,"May 20, 2022",India,Motive Unconfirmed,Killed,Journalist,All other countries,2022.0
Subramaniyam Sugitharajah,Male,Sudar Oli,"January 24, 2006",Sri Lanka,Murder,Killed,Journalist,All other countries,2006.0
Sudad Faris,Male,Salaheddin TV,"July 7, 2017",Iraq,Crossfire,Killed,Journalist,Middle East,2017.0
Sudip Dutta Bhaumik,Male,Syandan Patrika,"November 21, 2017",India,Murder,Killed,Journalist,All other countries,2017.0
Sufi Mohammad Khan,Male,Ummat,"May 2, 2000",Pakistan,Murder,Killed,Journalist,All other countries,2000.0
Suhaib Adnan,Male,Al-Baghdadia TV,"March 10, 2009",Iraq,Crossfire,Killed,Journalist,Middle East,2009.0
Suhaib al-Heeti,Male,Asiasat,"May 30, 2017",Iraq,Dangerous Assignment,Killed,Journalist,Middle East,2017.0
Suhail Mahmoud al-Ali,Male,Dunya TV,"January 4, 2013",Syria,Murder,Killed,Journalist,Middle East,2013.0
Sulabh Srivastava,Male,"ABP News,ABP Ganga","June 13, 2021",India,Murder,Killed,Journalist,All other countries,2021.0
Suleiman Abdul-Rahim al-Ashi,Male,Palestine,"May 13, 2007",Israel and the Occupied Palestinian Territory,Murder,Killed,Journalist,Middle East,2007.0
Sultan Mahmoud Khairkhwah,Male,Zhman TV,"March 15, 2019",Afghanistan,Motive Unconfirmed,Killed,Journalist,All other countries,2019.0
Sultan Mohammed Munadi,Male,The New York Times,"September 9, 2009",Afghanistan,Dangerous Assignment,Killed,Journalist,All other countries,2009.0
Sunday Gyang Bwede,Male,The Light Bearer,"April 24, 2010",Nigeria,Murder,Killed,Journalist,All other countries,2010.0
Supian Ependiyev,Male,Groznensky Rabochy,"October 27, 1999",Russia,Crossfire,Killed,Journalist,All other countries,1999.0
