name,gender,organization,date,location,type_of_death,attack,role,region,year
Rafiq Tagi,Male,Freelancer,"November 23, 2011",Azerbaijan,Murder,Killed,Journalist,,2011
Rahmatullah Nikzad,Male,Freelancer,"December 21, 2020",Afghanistan,Murder,Killed,Journalist,,2020
Rajdev Ranjan,Male,Hindustan,"May 13, 2016",India,Murder,Killed,Journalist,,2016
Rajesh Mishra,Male,Media Raj,"March 1, 2012",India,Murder,Killed,Journalist,,2012
Rajesh Mishra,Male,Dainik Jagran,"October 21, 2017",India,Murder,Killed,Journalist,,2017
Rajesh Verma,Male,IBN 7,"September 7, 2013",India,Dangerous Assignment,Killed,Journalist,,2013
Rakesh Sharma,Male,Aaj,"August 23, 2013",India,Murder,Killed,Journalist,,2013
Rakesh Singh,Male,Rashtriya Swaroop,"November 28, 2020",India,Murder,Killed,Journalist,,2020
Ralikonelo Joki,Male,Ts’enolo FM,"May 14, 2023",Lesotho,Murder,Killed,Journalist,,2023
Ram Chander Chaterpatti,Male,Poora Sach,"November 21, 2002",India,Murder,Killed,Journalist,,2002
Ram Singh Biling,Male,"Azdi Awaz, Daily Ajit","January 3, 1992",India,Dangerous Assignment,Killed,Journalist,,1992
Raman Kashyap,Male,Sadhna Plus TV,"October 3-4, 2021",India,Dangerous Assignment,Killed,Journalist,,2021
Rami al-Sayed,Male,Freelancer,"February 21, 2012",Syria,Crossfire,Killed,Journalist,,2012
Rami Asmi,Male,Orient News,"December 8, 2014",Syria,Crossfire,Killed,Journalist,,2014
Rami Rayan,Male,Palestine Network for Press and Media,"July 30, 2014",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,,2014
Ramiz Ahmadi,Male,TOLO News,"September 5, 2018",Afghanistan,Dangerous Assignment,Killed,Journalist,,2018
Ramzan Khadzhiev,Male,Russian Public TV (ORT),"August 11, 1996",Russia,Murder,Killed,Journalist,,1996
Ramzan Mezhidov,Male,TV Tsentr,"October 29, 1999",Russia,Crossfire,Killed,Journalist,,1999
Rasheed Bakr,Male,"Al-Mohrar Media Network,Syria 1 News Agency","October 26, 2020",Syria,Crossfire,Killed,Journalist,,2020
Rashid Hamid Wali,Male,Al-Jazeera,"May 21, 2004",Iraq,Crossfire,Killed,Journalist,,2004
Rashmi Mohamed,Male,Sirasa TV,"October 6, 2008",Sri Lanka,Dangerous Assignment,Killed,Journalist,,2008
Razzaq Gul,Male,Express News TV,"May 19, 2012",Pakistan,Murder,Killed,Journalist,,2012
Rehmatullah Abid,Male,"Dunya News TV, Intikhaab","November 18, 2012",Pakistan,Murder,Killed,Journalist,,2012
Reinaldo Coutinho da Silva,Male,Cachoeiras Jornal,"August 29, 1995",Brazil,Murder,Killed,Journalist,,1995
Rémi Ochlik,Male,Freelancer,"February 22, 2012",Syria,Murder,Killed,Journalist,,2012
Renante Cortes,Male,dyRB Radio,"July 22, 2021",Philippines,Murder,Killed,Journalist,,2021
Renato Blanco,Male,Power 102.1 DYRY RFM Mabinay,"September 18, 2022",Philippines,Murder,Killed,Journalist,,2022
Rex Cornelio Pepino,Male,Original Energy 93.7 FM,"May 20, 2020",Philippines,Murder,Killed,Journalist,,2020
Rey Bancayrin,Male,Radio DXLL,"March 30, 1998",Philippines,Murder,Killed,Journalist,,1998
Rey Merisco,Male,Periodico Ini,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Reynaldo Momay,Male,Midland Review,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Riad al-Saray,Male,Al-Iraqiya,"September 7, 2010",Iraq,Murder,Killed,Journalist,,2010
Ricardo Alcides Ávila,Male,Metro TV,"May 29, 2022",Honduras,Motive Unconfirmed,Killed,Journalist,,2022
Ricardo de Mello,Male,Imparcial Fax,"January 18, 1995",Angola,Murder,Killed,Journalist,,1995
Ricardo Domínguez López,Male,InfoGuaymas,"July 22, 2021",Mexico,Murder,Killed,Journalist,,2021
Ricardo Gangeme,Male,El Informador Chubutense,"May 13, 1999",Argentina,Murder,Killed,Journalist,,1999
Ricardo Ortega,Male,Antena 3,"March 7, 2004",Haiti,Dangerous Assignment,Killed,Journalist,,2004
Richard Wild,Male,Freelancer,"July 5, 2003",Iraq,Murder,Killed,Journalist,,2003
Rico Ramirez,Male,DXSF Radio,"August 20, 2003",Philippines,Murder,Killed,Journalist,,2003
Ridwan Salamun,Male,Sun TV,"August 21, 2010",Indonesia,Murder,Killed,Journalist,,2010
Riyad Muhammad Ali,Male,Talafar al-Yawm,"July 30, 2006",Iraq,Murder,Killed,Journalist,,2006
Rob Hiaasen,Male,Capital Gazette,"June 28, 2018",USA,Murder,Killed,Journalist,,2018
Robenson Laraque,Male,Tele Contact,"April 4, 2005",Haiti,Dangerous Assignment,Killed,Journalist,,2005
Robert Stevens,Male,The Sun,"October 5, 2001",USA,Murder,Killed,Journalist,,2001
Roberto Fraile,Male,93 Metros,"April 26 - 27, 2021",Burkina Faso,Murder,Killed,Journalist,,2021
Roberto Marcos García,Male,Testimonio and Alarma,"November 21, 2006",Mexico,Murder,Killed,Journalist,,2006
Roberto Martínez,Male,Prensa Libre,"April 27, 2000",Guatemala,Dangerous Assignment,Killed,Journalist,,2000
Roberto Toledo Barrera,Male,Monitor Michoacán,"January 31, 2022",Mexico,Motive Unconfirmed,Killed,Journalist,,2022
Robson Giorno,Male,Jornal O Maricá,"May 25, 2019",Brazil,Motive Unconfirmed,Killed,Journalist,,2019
Roddy Scott,Male,Frontline,"September 26, 2002",Russia,Crossfire,Killed,Journalist,,2002
Rodolfo Julio Torres,Male,Emisora Fuentes,"October 21, 1999",Colombia,Murder,Killed,Journalist,,1999
Rodolfo Rincón Taracena,Male,Tabasco Hoy,"January 20, 2007",Mexico,Murder,Killed,Journalist,,2007
Rodrigo Neto,Male,Rádio Vanguarda and Vale do Aço,"March 8, 2013",Brazil,Murder,Killed,Journalist,,2013
"Rogelio ""Roger"" Mariano",Male,Radyo Natin-Aksyon Radyo,"July 31, 2004",Philippines,Murder,Killed,Journalist,,2004
Rogelio Barragán Pérez,Male,Guerrero Al Instante,"July 30, 2019",Mexico,Motive Unconfirmed,Killed,Journalist,,2019
Rohat Aktaş,Male,Azadiya Welat,"January 30 to February 24, 2016",Turkey,Motive Unconfirmed,Killed,Journalist,,2016
Rohit Biswal,Male,Dharitri,"February 5, 2022",India,Dangerous Assignment,Killed,Journalist,,2022
Roland Ureta,Male,Radio DYKR,"January 3, 2001",Philippines,Murder,Killed,Journalist,,2001
"Rolando ""Dodong"" Morales",Male,DXMD,"July 3, 2005",Philippines,Murder,Killed,Journalist,,2005
Romário Barros,Male,Lei Seca Maricá,"June 18, 2019",Brazil,Motive Unconfirmed,Killed,Journalist,,2019
Romeo (or Romy) Binungcal,Male,Remate and Bulgar,"September 29, 2004",Philippines,Murder,Killed,Journalist,,2004
Romeo Jimmy Cabillo,Male,Midland Review,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Romeo Lagaspi,Male,Voice of Zambales,"January 11, 1993",Philippines,Murder,Killed,Journalist,,1993
Romeo Olea,Male,DWEB,"June 13, 2011",Philippines,Murder,Killed,Journalist,,2011
Ronnie Perante,Male,Gold Star Daily,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Ronnie Villamor,Male,Dos Kantos Balita,"November 14, 2020",Philippines,Motive Unconfirmed,Killed,Journalist,,2020
Roohollah Zam,Male,Amad News,"December 12, 2020",Iran,Murder,Killed,Journalist,,2020
Rory Peck,Male,ARD Television Company,"October 3, 1993",Russia,Dangerous Assignment,Killed,Journalist,,1993
Rosell Morales,Male,News Focus,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Roshdi Sarraj,Male,Ain Media,"October 22, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,,2023
Rowell Endrinal,Male,DZRC,"February 11, 2004",Philippines,Murder,Killed,Journalist,,2004
Rubello Bataluna,Male,Gold Star Daily,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Rubén Espinosa Becerril,Male,"Proceso, AVC Noticias, Cuartoscuro","July 31, 2015",Mexico,Murder,Killed,Journalist,,2015
Rubén Pat Cauich,Male,Semanario Playa News,"July 24, 2018",Mexico,Motive Unconfirmed,Killed,Journalist,,2018
Rupert Hamer,Male,Sunday Mirror,"January 10, 2010",Afghanistan,Crossfire,Killed,Journalist,,2010
Ruperto Armenta Gerardo,Male,El Regional,"February 5, 1995",Mexico,Murder,Killed,Journalist,,1995
S. Gangadhara Raju,Male,Eenadu Television (E-TV),"November 19, 1997",India,Dangerous Assignment,Killed,Journalist,,1997
S. Krishna,Male,Eenadu Television (E-TV),"November 19, 1997",India,Dangerous Assignment,Killed,Journalist,,1997
Saad Ahmed,Male,Hawar News Agency (ANHA),"October 13, 2019",Syria,Crossfire,Killed,Journalist,,2019
Saad Bakhtaoui,Male,El-Minbar,"September 10, 1993",Algeria,Murder,Killed,Journalist,,1993
Sabah al-Bazi,Male,Al-Arabiya,"March 29, 2011",Iraq,Dangerous Assignment,Killed,Journalist,,2011
Sabawoon Kakar,Male,"Radio Azadi,Radio Free Europe/Radio Liberty","April 30, 2018",Afghanistan,Murder,Killed,Journalist,,2018
Saber al-Janani,Male,NHK,"June 15, 2022",Yemen,Motive Unconfirmed,Killed,Journalist,,2022
Sadrul Alam Nipul,Male,Dainik Mathabhanga,"May 21, 2014",Bangladesh,Murder,Killed,Journalist,,2014
Saed Mahdi Shlash,Male,Rayat al-Arab,"October 26, 2006",Iraq,Murder,Killed,Journalist,,2006
Saeed al-Taweel,Male,Al-Khamsa News,"October 9, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,,2023
Safa al-Din Abdel Hamid,Male,Al-Mosuliya,"September 8, 2010",Iraq,Murder,Killed,Journalist,,2010
Safa Isma'il Enad,Male,Freelancer,"September 13, 2006",Iraq,Murder,Killed,Journalist,,2006
Safaa Ghali,Male,Dijlah TV,"January 10, 2020",Iraq,Dangerous Assignment,Killed,Journalist,,2020
Safir Nader,Male,Qulan TV,"February 1, 2004",Iraq,Crossfire,Killed,Journalist,,2004
Sai Reddy,Male,Deshbandhu,"December 6, 2013",India,Murder,Killed,Journalist,,2013
Sai Win Aung (A Sai K),Male,Federal News Journal,"December 25, 2021",Myanmar,Crossfire,Killed,Journalist,,2021
Saïd Brahimi,Male,Algerian State Television,"September 9, 1995",Algeria,Murder,Killed,Journalist,,1995
Said Mekbel,Male,Le Matin,"December 4, 1994",Algeria,Murder,Killed,Journalist,,1994
Said Tahlil Ahmed,Male,HornAfrik,"February 2, 2009",Somalia,Murder,Killed,Journalist,,2009
Saïd Tazrout,Male,Le Matin,"September 3, 1995",Algeria,Murder,Killed,Journalist,,1995
Saidan Shafi,Male,Doordarshan TV,"March 16, 1997",India,Murder,Killed,Journalist,,1997
Saidmurod Yerov,Male,Farkhang,January 1993,Tajikistan,Murder,Killed,Journalist,,
Saif Laith Yousuf,Male,ABC News,"May 17, 2007",Iraq,Murder,Killed,Journalist,,2007
Saif Talal,Male,Al-Sharqiya,"January 12, 2016",Iraq,Murder,Killed,Journalist,,2016
Saif ur Rehman,Male,Samaa TV,"January 10, 2013",Pakistan,Dangerous Assignment,Killed,Journalist,,2013
Saiful Alam Mukul,Male,Daily Runner,"August 30, 1998",Bangladesh,Murder,Killed,Journalist,,1998
Sajid Tanoli,Male,Shumal,"January 29, 2004",Pakistan,Murder,Killed,Journalist,,2004
Salah al-Din Hassan,Male,Shaab Masr,"June 29, 2013",Egypt,Dangerous Assignment,Killed,Journalist,,2013
Saleem Shahzad,Male,Asia Times Online,"May 29 or 30, 2011",Pakistan,Murder,Killed,Journalist,,2011
Saleem Talash,Male,Mashal TV,"April 30, 2018",Afghanistan,Murder,Killed,Journalist,,2018
Saleh Ayyad Hafyana,Male,Fassato News Agency,"November 18, 2013",Libya,Dangerous Assignment,Killed,Journalist,,2013
Saleh Ibrahim,Male,Associated Press Television News,"April 23, 2005",Iraq,Crossfire,Killed,Journalist,,2005
Salem Khalil,Male,Orient News,"December 8, 2014",Syria,Crossfire,Killed,Journalist,,2014
Salih Saif Aldin,Male,The Washington Post,"October 14, 2007",Iraq,Murder,Killed,Journalist,,2007
Salko Hondo,Male,Oslobodjenje,"July 1, 1992",Bosnia,Crossfire,Killed,Journalist,,1992
Salvador Adame Pardo,Male,6TV,"May 18-June 14, 2017",Mexico,Murder,Killed,Journalist,,2017
Salvador Medina Velázquez,Male,FM Ñemity,"January 5, 2001",Paraguay,Murder,Killed,Journalist,,2001
Sam Nimfa-Jan,Male,Details,"May 27, 1999",Nigeria,Dangerous Assignment,Killed,Journalist,,1999
Saman Abdullah Izzedine,Male,Kirkuk TV,"April 15, 2005",Iraq,Murder,Killed,Journalist,,2005
Sameh al-Aryan,Male,Al-Aqsa TV,"July 30, 2014",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,,2014
Samer Mohammed Aboud,Male,"Free Deir al-Zour Radio, Development Interaction Network",October 2015 - June 2016,Syria,Murder,Killed,Journalist,,
Sami Abu Amin,Male,Al-Ikhbariya,"June 27, 2012",Syria,Crossfire,Killed,Journalist,,2012
Sami Jawdat Rabah,Male,Syrian Observatory for Human Rights,October 2015 - June 2016,Syria,Murder,Killed,Journalist,,
Samim Faramarz,Male,TOLO News,"September 5, 2018",Afghanistan,Dangerous Assignment,Killed,Journalist,,2018
Samir Qassir,Male,Al-Nahar,"June 2, 2005",Lebanon,Murder,Killed,Journalist,,2005
Samson Boyi,Male,The Scope,"November 5, 1999",Nigeria,Crossfire,Killed,Journalist,,1999
Samuel Romã,Male,Radio Conquista FM,"April 20, 2004",Brazil,Murder,Killed,Journalist,,2004
Samuel Wazizi,Male,Chillen Muzik TV,"August 17, 2019",Cameroon,Motive Unconfirmed,Killed,Journalist,,2019
Sandeep Sharma,Male,News World,"March 26, 2018",India,Murder,Killed,Journalist,,2018
Sander Thoenes,Male,Freelancer,"September 21, 1999",East Timor,Murder,Killed,Journalist,,1999
Santiago Barroso Alfaro,Male,"Buenos Días San Luis,Red 653","March 15, 2019",Mexico,Motive Unconfirmed,Killed,Journalist,,2019
Santiago Ilídio Andrade,Male,Bandeirantes,"February 10, 2014",Brazil,Dangerous Assignment,Killed,Journalist,,2014
Santos Gatchalian,Male,DXGO,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Saoman Conteh,Male,New Tablet,"May 8, 2000",Sierra Leone,Dangerous Assignment,Killed,Journalist,,2000
Saqib Khan,Male,Ummat,"November 22, 2012",Pakistan,Dangerous Assignment,Killed,Journalist,,2012
Sardasht Osman,Male,Freelancer,"May 5, 2010",Iraq,Murder,Killed,Journalist,,2010
Sari Mansour,Male,Quds News Network,"November 18, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,,2023
Sarmad Hamdi Shaker,Male,Baghdad TV,"June 27, 2007",Iraq,Murder,Killed,Journalist,,2007
Satoru Someya,Male,Freelancer,"September 6, 2003",Japan,Murder,Killed,Journalist,,2003
Sattar Beheshti,Male,Freelancer,"November 3, 2012",Iran,Dangerous Assignment,Killed,Journalist,,2012
Saúl Tijerina Rentería,Male,"La Policiaca,Noticias en la Web,","June 22, 2021",Mexico,Motive Unconfirmed,Killed,Journalist,,2021
Sayed Mehdi Husaini,Male,Jomhor News Agency,"December 28, 2017",Afghanistan,Dangerous Assignment,Killed,Journalist,,2017
Sayeed Khuda Dad Ahamdi,Male,Afghan Voice Agency,"December 28, 2017",Afghanistan,Dangerous Assignment,Killed,Journalist,,2017
Sayfettin Tepe,Male,Yeni Politika,"August 29, 1995",Turkey,Murder,Killed,Journalist,,1995
Sayomchai Vijitwittayapong,Male,Matichon,"January 10, 1998",Thailand,Murder,Killed,Journalist,,1998
Selvarajah Rajeewarnam,Male,Uthayan,"April 29, 2007",Sri Lanka,Murder,Killed,Journalist,,2007
Semko Karim Mohyideen,Male,Freelancer,"February 1, 2004",Iraq,Crossfire,Killed,Journalist,,2004
Serge Maheshe,Male,Radio Okapi,"June 13, 2007",Democratic Republic of the Congo,Murder,Killed,Journalist,,2007
Sergei Krasilnikov,Male,Ostankino Television Company,"October 3, 1993",Russia,Dangerous Assignment,Killed,Journalist,,1993
Serhiy Nikolayev,Male,Segodnya,"February 28, 2015",Ukraine,Crossfire,Killed,Journalist,,2015
Shafiq Amiri,Male,Khurshid TV,"May 30, 2020",Afghanistan,Murder,Killed,Journalist,,2020
Shafiullah Khan,Male,The News,"June 17, 2011",Pakistan,Dangerous Assignment,Killed,Journalist,,2011
Shah Marai,Male,Agence France-Presse,"April 30, 2018",Afghanistan,Murder,Killed,Journalist,,2018
Shahid Soomro,Male,Kawish,"October 20, 2002",Pakistan,Murder,Killed,Journalist,,2002
Shahid Zehri,Male,Metro 1 News,"October 10, 2021",Pakistan,Murder,Killed,Journalist,,2021
Shahir al-Muaddamani,Male,Local Council of Deraya City Media Office,"August 16, 2013",Syria,Crossfire,Killed,Journalist,,2013
Shamil Gigayev,Male,Nokh Cho TV,"October 29, 1999",Russia,Crossfire,Killed,Journalist,,1999
Shamkhan Kagirov,Male,Rossiskaya Gazeta and Vozrozheniye,"December 13, 1995",Russia,Crossfire,Killed,Journalist,,1995
Shamsur Rahman,Male,Janakantha,"July 16, 2000",Bangladesh,Murder,Killed,Journalist,,2000
Shan Dahar,Male,Abb Takk Television,"January 1, 2014",Pakistan,Murder,Killed,Journalist,,2014
Shantanu Bhowmik,Male,Dinraat,"September 20, 2017",India,Dangerous Assignment,Killed,Journalist,,2017
Shao Yunhuan,Male,Xinhua News Agency,"May 8, 1999",Yugoslavia,Crossfire,Killed,Journalist,,1999
Shashikant Warishe,Male,Mahanagari Times,"February 7, 2023",India,Murder,Killed,Journalist,,2023
Shehab Mohammad al-Hiti,Male,Baghdad al-Youm,"October 28, 2007",Iraq,Murder,Killed,Journalist,,2007
Shehzad Ahmed,Male,Aaj News,"August 8, 2016",Pakistan,Dangerous Assignment,Killed,Journalist,,2016
Sheikh Belaluddin,Male,Sangram,"February 11, 2005",Bangladesh,Murder,Killed,Journalist,,2005
Sheikh Nur Mohamed Abkey,Male,Radio Mogadishu,"May 4, 2010",Somalia,Murder,Killed,Journalist,,2010
Shihab al-Tamimi,Male,Iraqi Journalists Syndicate,"February 27, 2008",Iraq,Murder,Killed,Journalist,,2008
Shinsuke Hashida,Male,Freelancer,"May 27, 2004",Iraq,Crossfire,Killed,Journalist,,2004
Shirindzhon Amirdzhonov,Male,Tajikistan Radio,"May 7, 1992",Tajikistan,Dangerous Assignment,Killed,Journalist,,1992
Shubham Mani Tripathi,Male,Kampu Mail,"June 19, 2020",India,Murder,Killed,Journalist,,2020
Shujaat Bukhari,Male,Rising Kashmir,"June 14, 2018",India,Murder,Killed,Journalist,,2018
Shukur Hossain,Male,Anirban,"July 5, 2002",Bangladesh,Murder,Killed,Journalist,,2002
Simao Roberto,Male,Journal de Angola,"June 5, 1998",Angola,Murder,Killed,Journalist,,1998
Simon Cumbers,Male,BBC,"June 6, 2004",Saudi Arabia,Murder,Killed,Journalist,,2004
Simone Camilli,Male,The Associated Press,"August 13, 2014",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,,2014
Siraj Abishov,Male,AzTV,"June 4, 2021",Azerbaijan,Crossfire,Killed,Journalist,,2021
Siraj Uddin,Male,The Nation,"February 29, 2008",Pakistan,Dangerous Assignment,Killed,Journalist,,2008
Sisay Fida,Male,Oromia Broadcasting Network,"May 9, 2021",Ethiopia,Murder,Killed,Journalist,,2021
Slavko Curuvija,Male,"Dnevni Telegraf, Evropljanin","April 11, 1999",Yugoslavia,Murder,Killed,Journalist,,1999
Smail Sbaghdi,Male,Algerian Press Service,"September 25, 1994",Algeria,Murder,Killed,Journalist,,1994
Smail Yefsah,Male,Algerian State Television,"October 18, 1993",Algeria,Murder,Killed,Journalist,,1993
So'oud Muzahim al-Shoumari,Male,Al-Baghdadia,"April 4, 2006",Iraq,Murder,Killed,Journalist,,2006
Soe Moe Tun,Male,Daily Eleven,"December 13, 2016",Myanmar,Murder,Killed,Journalist,,2016
Soe Naing,Male,Freelancer,"December 10 to 14, 2021",Myanmar,Murder,Killed,Journalist,,2021
Sohail Khan,Male,K2 Times,"October 16, 2018",Pakistan,Murder,Killed,Journalist,,2018
Sokratis Giolias,Male,"Thema 98.9, Troktiko","July 19, 2010",Greece,Murder,Killed,Journalist,,2010
Soleil Balanga,Male,Radio Monkoto Soso Aleli,"April 16, 2015",Democratic Republic of the Congo,Murder,Killed,Journalist,,2015
Sonny Alcantara,Male,"""Quo Vadis San Pablo"" and Kokus","August 22, 2002",Philippines,Murder,Killed,Journalist,,2002
Soran Mama Hama,Male,Livin,"July 21, 2008",Iraq,Murder,Killed,Journalist,,2008
Stan Storimans,Male,RTL Nieuws,"August 12, 2008",Georgia,Crossfire,Killed,Journalist,,2008
Stanislas Ocloo,Male,Télévision Togolaise,"January 9, 2010",Angola,Dangerous Assignment,Killed,Journalist,,2010
Stephan Villeneuve,Male,#5BisProduction,"June 19, 2017",Iraq,Crossfire,Killed,Journalist,,2017
Stephane Charbonnier (Charb),Male,Charlie Hebdo,"January 7, 2015",France,Murder,Killed,Journalist,,2015
Steven Sotloff,Male,Freelancer,"August or September, 2014",Syria,Murder,Killed,Journalist,,2014
Steven Vincent,Male,Freelancer,"August 3, 2005",Iraq,Murder,Killed,Journalist,,2005
Subash Chandraboas,Male,Nilam,"April 16, 2007",Sri Lanka,Murder,Killed,Journalist,,2007
Subhash Kumar Mahto,Male,City News,"May 20, 2022",India,Motive Unconfirmed,Killed,Journalist,,2022
Subramaniyam Sugitharajah,Male,Sudar Oli,"January 24, 2006",Sri Lanka,Murder,Killed,Journalist,,2006
Sudad Faris,Male,Salaheddin TV,"July 7, 2017",Iraq,Crossfire,Killed,Journalist,,2017
Sudip Dutta Bhaumik,Male,Syandan Patrika,"November 21, 2017",India,Murder,Killed,Journalist,,2017
Sufi Mohammad Khan,Male,Ummat,"May 2, 2000",Pakistan,Murder,Killed,Journalist,,2000
Suhaib Adnan,Male,Al-Baghdadia TV,"March 10, 2009",Iraq,Crossfire,Killed,Journalist,,2009
Suhaib al-Heeti,Male,Asiasat,"May 30, 2017",Iraq,Dangerous Assignment,Killed,Journalist,,2017
Suhail Mahmoud al-Ali,Male,Dunya TV,"January 4, 2013",Syria,Murder,Killed,Journalist,,2013
Sulabh Srivastava,Male,"ABP News,ABP Ganga","June 13, 2021",India,Murder,Killed,Journalist,,2021
Suleiman Abdul-Rahim al-Ashi,Male,Palestine,"May 13, 2007",Israel and the Occupied Palestinian Territory,Murder,Killed,Journalist,,2007
Sultan Mahmoud Khairkhwah,Male,Zhman TV,"March 15, 2019",Afghanistan,Motive Unconfirmed,Killed,Journalist,,2019
Sultan Mohammed Munadi,Male,The New York Times,"September 9, 2009",Afghanistan,Dangerous Assignment,Killed,Journalist,,2009
